# Constructed from biom file
#OTU ID	Subject_41	Subject_40	Subject_43	Subject_42	Subject_45	Subject_44	Subject_47	Subject_46	Subject_39	Subject_31	Subject_32	Subject_33	Subject_34	Subject_35	Subject_36	Subject_37	Subject_16	Subject_14	Subject_15	Subject_13	Subject_11	Subject_18	Subject_19	Subject_29	Subject_28	Subject_27	Subject_26	Subject_25	Subject_24	Subject_23	Subject_22	Subject_20
0;Other;Other;Other;Other;Other;Other	3.66666666667	3.75	3.57142857143	20.0	1.25	6.28571428571	0.833333333333	5.28571428571	0.333333333333	2.2	5.4	8.8	0.333333333333	7.0	3.0	9.2	6.16666666667	2.33333333333	1.85714285714	75.6666666667	3.5	7.5	1.0	13.5	2.5	11.5	4.83333333333	2.0	2.4	3.83333333333	3.14285714286	3.5
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;Other	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.166666666667	0.0	0.333333333333	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter_smithii	26.3333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	34.0	0.0	0.0	0.0	16.5	0.0	15.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Candidatus_Methanomassiliicoccus_intestinalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	411.0	0.0	0.0	0.0	0.0	0.0	194.5	0.0	0.0
k__Bacteria;Other;Other;Other;Other;Other;Other	168.666666667	129.75	71.2857142857	37.4	39.0	181.714285714	10.3333333333	37.1428571429	76.3333333333	135.4	50.4	19.2	86.3333333333	71.6666666667	281.333333333	40.2	33.5	122.0	143.714285714	175.0	114.0	42.0	65.6666666667	182.0	114.25	178.5	24.8333333333	72.6666666667	111.0	244.666666667	102.428571429	79.1666666667
k__Bacteria;p__Actinobacteria;Other;Other;Other;Other;Other	0.333333333333	0.0	0.571428571429	1.4	0.0	0.142857142857	0.166666666667	0.142857142857	0.0	0.0	0.2	0.6	0.0	1.0	0.666666666667	0.2	0.0	1.83333333333	0.285714285714	0.333333333333	0.0	0.0	1.66666666667	2.5	0.25	0.5	0.333333333333	0.333333333333	0.2	0.166666666667	0.285714285714	0.5
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other;Other;Other	0.0	0.0	0.285714285714	0.0	0.5	0.571428571429	0.166666666667	0.0	0.0	0.6	1.0	0.8	0.666666666667	1.33333333333	0.833333333333	0.2	0.166666666667	1.16666666667	0.428571428571	0.0	1.0	0.5	0.333333333333	0.0	0.25	0.0	1.66666666667	0.166666666667	0.4	0.166666666667	0.285714285714	1.83333333333
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum;s__Actinobaculum_sp._oral_taxon_183	0.0	4.25	2.57142857143	1.0	10.0	6.57142857143	0.166666666667	1.14285714286	4.66666666667	0.0	4.8	0.4	0.0	0.666666666667	0.833333333333	0.0	0.333333333333	9.0	0.142857142857	0.333333333333	0.0	0.0	2.66666666667	0.0	0.0	0.333333333333	5.16666666667	0.0	0.6	0.0	0.142857142857	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;Other	0.0	0.0	0.0	0.0	0.0	0.142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.166666666667	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_dentalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.166666666667
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_gerencseriae	0.333333333333	0.0	0.0	0.2	0.5	0.285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.166666666667	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.166666666667	0.142857142857	0.5
